profile,profile-href,Name,GRE,TOEFL,UG_Score,work_exp,paper,nexpage,nexpage-href,background,year
"csaikiranreddy1995atgmail.com","https://yocket.in/profiles/csaikiranreddy1995atgmail.com","","GRE

302 


Quant: 160

Verbal: 142","TOEFL
86","UG Score
82%","Work Exp.
10 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=13","Undergrad:

Computer Science from VNR Vignana Jyothi Institute Of Engg. And Technology, Hyderabad","Computer Science (Fall 2016)"
"lucky","https://yocket.in/profiles/lucky","","GRE

303 


Quant: 161

Verbal: 142","IELTS
6.5","UG Score
8.94CGPA","Work Exp.
1 month","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Computer Science from kluniversity, Guntur","Computer & Information Science (Fall 2016)"
"sach123","https://yocket.in/profiles/sach123","","GRE

304 


Quant: 159

Verbal: 145","TOEFL
102","UG Score
75%","Work Exp.
36 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Computer Science from Cusat, Kochi","Computer Science (Fall 2017)"
"Sonali02","https://yocket.in/profiles/Sonali02","","GRE

307 


Quant: 158

Verbal: 149","TOEFL
93","UG Score
58%","Work Exp.
60 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Computer Science from AC Patil College Of Engineering, Kharghar, Mumbai","Computer Science (Fall 2017)"
"arvind-2407","https://yocket.in/profiles/arvind-2407","","GRE

306 


Quant: 156

Verbal: 150","TOEFL
103","UG Score
71%","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Computer Science from SJB Institute Of Technology, Bengaluru","Computer Science (Fall 2016)"
"akhilchada","https://yocket.in/profiles/akhilchada","","GRE

303 


Quant: 165

Verbal: 138","IELTS
6.5","UG Score
6.9CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Electronics and Communication Engineering from Gitam Institue of Technology, Visakhapatnam","Interested in Computer Science / Information Technology (Fall 2017)"
"Vaibhav008","https://yocket.in/profiles/Vaibhav008","","GRE

317 


Quant: 165

Verbal: 152","TOEFL
104","UG Score
60.44%","Work Exp.
17 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Computer Science from skncoe vadgoan, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"athombre","https://yocket.in/profiles/athombre","","GRE

303 


Quant: 154

Verbal: 149","TOEFL
106","UG Score
59%","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=17","Undergrad:

Information Technology from Fr. Conceicao Rodrigues College Of Engineering, Bandra, Mumbai","Computer Science (Spring 2016)"
"nanuu","https://yocket.in/profiles/nanuu","","GRE

299 


Quant: 155

Verbal: 144","TOEFL
84","UG Score
7.6CGPA","Work Exp.
NA","Tech Papers
International","","","Undergrad:

Computer Science from Vellore Institute of Technology, Vellore","Computer Science (Fall 2017)"
"haran1342","https://yocket.in/profiles/haran1342","","GRE

299 


Quant: 159

Verbal: 140","TOEFL
89","UG Score
76%","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Computer Science from some college, Akola","Interested in Computer Science / Information Technology (Fall 2016)"
"Omkar22","https://yocket.in/profiles/Omkar22","","GRE

298 


Quant: 153

Verbal: 145","TOEFL
101","UG Score
68.68%","Work Exp.
27 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Information Technology from Vidyalankar Institute Of Technology (VIT), Wadala, Mumbai","Computer Science (Fall 2017)"
"deshpandevikasv","https://yocket.in/profiles/deshpandevikasv","","GRE

309 


Quant: 160

Verbal: 149","TOEFL
83","UG Score
8.68CGPA","Work Exp.
10 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Information Technology from B V Bhoomaraddi, Hubli","Computer Science (Fall 2016)"
"tanmaykale","https://yocket.in/profiles/tanmaykale","","GRE

299 


Quant: 156

Verbal: 143","TOEFL
91","UG Score
66%","Work Exp.
10 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

Information Technology from FR CONCEICAO RODRIGUES College of Engineering, Mumbai","Interested in Computer Science / Information Technology (Fall 2015)"
"nm2101","https://yocket.in/profiles/nm2101","","GRE

308 


Quant: 156

Verbal: 152","TOEFL
112","UG Score
7.21CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Information Technology from St. Francis Institute Of Technology (SFIT), Borivali, Mumbai","Computer Science (Fall 2017)"
"Jayavarshini","https://yocket.in/profiles/Jayavarshini","","GRE

307 


Quant: 158

Verbal: 149","TOEFL
94","UG Score
8.09CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Information Technology from St Josephs College Of Engineering, Kanchipuram","Computer Science (Fall 2017)"
"vrishabh.lakhani","https://yocket.in/profiles/vrishabh.lakhani","","GRE

317 


Quant: 164

Verbal: 153","TOEFL
106","UG Score
7CGPA","Work Exp.
6 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Information Technology from KJ Somaiya College Of Engineering, Vidyavihar, Mumbai","Computer Science (Fall 2017)"
"Aly","https://yocket.in/profiles/Aly","","GRE

302 


Quant: 156

Verbal: 146","IELTS
7","UG Score
81%","Work Exp.
17 months","Tech Papers
NA","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=7","Undergrad:

Computer Science from Sree vidhyanikethan engineering college , Tirupati","Computer Science (Fall 2017)"
"sibi1594","https://yocket.in/profiles/sibi1594","","GRE

305 


Quant: 163

Verbal: 142","TOEFL
85","UG Score
7.52CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=17","Undergrad:

Information Technology from Panimalar Engineering College, Chennai, Chennai","Interested in Computer Science / Information Technology (Fall 2016)"
"Pareek","https://yocket.in/profiles/Pareek","","GRE

299 


Quant: 157

Verbal: 142","IELTS
6","UG Score
8.48CGPA","Work Exp.
33 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=7","Undergrad:

Computer Science from SDM College Of Engineering And Technology, Dharwad","Interested in Computer Science / Information Technology (Fall 2017)"
"AdityaT","https://yocket.in/profiles/AdityaT","","GRE

297 


Quant: 155

Verbal: 142","TOEFL
94","UG Score
62%","Work Exp.
25 months","Tech Papers
National","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Computer Science from Rajarshi Shahu College Of Engineering, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"rinkukaka","https://yocket.in/profiles/rinkukaka","","GRE

308 


Quant: 156

Verbal: 152","TOEFL
88","UG Score
7CGPA","Work Exp.
1 month","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=7","Undergrad:

Information Technology from fr.conceicao rodrigues institute of technology , Navi Mumbai","Computer Science (Fall 2017)"
"preethisun24","https://yocket.in/profiles/preethisun24","","GRE

315 


Quant: 161

Verbal: 154","TOEFL/IELTS
N.A.","UG Score
7.85CGPA","Work Exp.
36 months","Tech Papers
NA","","","Undergrad:

Computer Science from Anna University, Chennai","Interested in Computer Science / Information Technology (Fall 2017)"
"deepak06","https://yocket.in/profiles/deepak06","","GRE

306 


Quant: 157

Verbal: 149","TOEFL
104","UG Score
84%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Computer Science from SJB Institute Of Technology, Bengaluru","Computer Science (Spring 2017)"
"ash111","https://yocket.in/profiles/ash111","","GRE

312 


Quant: 163

Verbal: 149","TOEFL
104","UG Score
57.67%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Computer Science from MKSSS's Cummins College Of Engineering For Women, Karvenagar, Pune","Computer Science (Fall 2017)"
"Dharit","https://yocket.in/profiles/Dharit","","GRE

301 


Quant: 159

Verbal: 142","TOEFL
95","UG Score
7.81CGPA","Work Exp.
30 months","Tech Papers
None","","","Undergrad:

Computer Science from Parul Institute Of Technology, Vadodara","Interested in Computer Science / Information Technology (Fall 2017)"
"pravin.biradar007","https://yocket.in/profiles/pravin.biradar007","","GRE

308 


Quant: 160

Verbal: 148","TOEFL
83","UG Score
53%","Work Exp.
6 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Computer Science from Pad.Dr DY Patil Institute of Engineering,Management and Research,Akurdi,Pune, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"sudeep-","https://yocket.in/profiles/sudeep-","","GRE

308 


Quant: 162

Verbal: 146","IELTS
7","UG Score
6.96CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Computer Science from BV Bhoomaraddi College Of Engineering And Technology, Hubli","Interested in Computer Science / Information Technology (Fall 2017)"
"Phani9895","https://yocket.in/profiles/Phani9895","","GRE

310 


Quant: 162

Verbal: 148","TOEFL
97","UG Score
84%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Computer Science from CVR College Of Engineering, Hyderabad","Interested in Computer Science / Information Technology (Fall 2017)"
"Cockpuncher","https://yocket.in/profiles/Cockpuncher","","GRE

315 


Quant: 167

Verbal: 148","TOEFL
101","UG Score
61.71%","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Computer Science from Atharva College Of Engineering, Malad, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"singh.abhishek25091990atgmail.com","https://yocket.in/profiles/singh.abhishek25091990atgmail.com","","GRE

309 


Quant: 160

Verbal: 149","TOEFL
90","UG Score
67%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

Computer Science from JSPM's Rajarshi Shahu College of engineering tathwade pune , Pune","Computer Engineering (Fall 2016)"
"atshwin123","https://yocket.in/profiles/atshwin123","","GRE

312 


Quant: 158

Verbal: 154","TOEFL
110","UG Score
62.75%","Work Exp.
NA","Tech Papers
National","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Computer Science from Pune University, Pune","Computer Science (Fall 2016)"
"vaishbala","https://yocket.in/profiles/vaishbala","","GRE

309 


Quant: 159

Verbal: 150","TOEFL
100","UG Score
7.15CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Information Technology from Shah & Anchor Kutchhi Engineering College, Chembur, Mumbai","Information Systems (Spring 2017)"
"apekshamaralikar","https://yocket.in/profiles/apekshamaralikar","","GRE

301 


Quant: 156

Verbal: 145","IELTS
6.5","UG Score
59%","Work Exp.
30 months","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

Electronics and Communication Engineering from Lokmanya Tilak College Of Engineering, Koparkhairane, Mumbai","Interested in Computer Science / Information Technology (Spring 2016)"
"ChaitanyaK","https://yocket.in/profiles/ChaitanyaK","","GRE

297 


Quant: 155

Verbal: 142","TOEFL
88","UG Score
63%","Work Exp.
4 months","Tech Papers
NA","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Computer Science from JSPM's Rajarshi Shahu College of engineering tathwade pune , Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"uptheirons","https://yocket.in/profiles/uptheirons","","GRE

306 


Quant: 154

Verbal: 152","TOEFL
99","UG Score
7.54CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Computer Science from KJ Somaiya College Of Engineering, Vidyavihar, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"manoharram18","https://yocket.in/profiles/manoharram18","","GRE

303 


Quant: 159

Verbal: 144","TOEFL
87","UG Score
8.09CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

Computer Science from GITAM University , Visakhapatnam","Computer Science (Fall 2015)"
"Hrishi5","https://yocket.in/profiles/Hrishi5","","GRE

322 


Quant: 165

Verbal: 157","TOEFL
109","UG Score
69%","Work Exp.
16 months","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Electronics and Communication Engineering from Pune Vidyarthi Griha's College Of Engineering And Technology, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"Popli","https://yocket.in/profiles/Popli","","GRE

304 


Quant: 163

Verbal: 141","TOEFL
86","UG Score
8.73CGPA","Work Exp.
41 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Electronics and Communication Engineering from Vishwakarma Gov. Engineering college, Ahmedabad","Interested in Computer Science / Information Technology (Fall 2017)"
"sidrao94","https://yocket.in/profiles/sidrao94","","GRE

317 


Quant: 160

Verbal: 157","TOEFL
109","UG Score
6.58CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Information Technology from Shah & Anchor Kutchhi Engineering College, Chembur, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"purva1","https://yocket.in/profiles/purva1","","GRE

300 


Quant: 156

Verbal: 144","TOEFL
92","UG Score
8.6CGPA","Work Exp.
7 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Information Technology from B.V.B college of Engineering and technology, Hubbali","Interested in Computer Science / Information Technology (Fall 2016)"
"savi.kj","https://yocket.in/profiles/savi.kj","","GRE

302 


Quant: 158

Verbal: 144","TOEFL
90","UG Score
7.59CGPA","Work Exp.
24 months","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Computer Science from Vidya Academy Of Science and technology, Thrissur","Computer Science (Fall 2016)"
"shekhar00001","https://yocket.in/profiles/shekhar00001","","GRE

305 


Quant: 157

Verbal: 148","TOEFL
97","UG Score
69%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Computer Science from Sinhgad College Of Engineering, Vadgaon, Pune","Computer Science (Fall 2016)"
"Tee","https://yocket.in/profiles/Tee","","GRE

312 


Quant: 164

Verbal: 148","IELTS
7.5","UG Score
57.27%","Work Exp.
48 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Computer Science from JSPM's Imperial College Of Engineering And Research, Wagholi, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"Yaamini","https://yocket.in/profiles/Yaamini","","GRE

305 


Quant: 154

Verbal: 151","IELTS
7","UG Score
8.7CGPA","Work Exp.
NA","Tech Papers
None","","","Undergrad:

Electrical and Electronics Engineering from VNR Vignana Jyothi Institute Of Engg. And Technology, Hyderabad","Computer Science (Fall 2017)"
"sethu969","https://yocket.in/profiles/sethu969","","GRE

304 


Quant: 154

Verbal: 150","TOEFL
93","UG Score
75%","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Computer Science from Anna University, Chennai","Computer Science (Fall 2016)"
"utkarsh1411","https://yocket.in/profiles/utkarsh1411","","GRE

appearing
6 Sep","TOEFL
102","UG Score
7.32CGPA","Work Exp.
16 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Computer Science from Galgotias University, Greater Noida","Interested in Computer Science / Information Technology (Fall 2017)"
"kiransu","https://yocket.in/profiles/kiransu","","GRE

307 


Quant: 157

Verbal: 150","TOEFL
100","UG Score
56.35%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

PESIT South Campus (PESSE), Bengaluru","Interested in Computer Science / Information Technology (Fall 2016)"
"venkateshlnt","https://yocket.in/profiles/venkateshlnt","","GRE

304 


Quant: 157

Verbal: 147","TOEFL
95","UG Score
8.22CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Information Technology from BVB college of engineering hubli, Hubbali","Computer Engineering (Fall 2016)"
"mango65","https://yocket.in/profiles/mango65","","GRE

319 


Quant: 162

Verbal: 157","TOEFL
109","UG Score
57.2%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Information Technology from KJ Somaiya Institute Of Engineering And Information Technology, Sion, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"pandeyabhinav","https://yocket.in/profiles/pandeyabhinav","","GRE

305 


Quant: 158

Verbal: 147","TOEFL
81","UG Score
65%","Work Exp.
42 months","Tech Papers
None","","","Undergrad:

Computer Science from Galgotias College Of Engineering and Technology , Greater Noida","Interested in Computer Science / Information Technology (Fall 2017)"
"hitennirmal94","https://yocket.in/profiles/hitennirmal94","","GRE

304 


Quant: 158

Verbal: 146","TOEFL
85","UG Score
7.8CGPA","Work Exp.
NA","Tech Papers
None","","","Undergrad:

Computer Science from Shree LR Tiwari College Of Engineering, Mira Road, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"praneeth003","https://yocket.in/profiles/praneeth003","","GRE

313 


Quant: 167

Verbal: 146","IELTS
7","UG Score
80%","Work Exp.
10 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

Computer Science from Osmania University, Hyderabad","Interested in Computer Science / Information Technology (Fall 2015)"
"varade.anushka","https://yocket.in/profiles/varade.anushka","","GRE

301 


Quant: 157

Verbal: 144","TOEFL
80","UG Score
68%","Work Exp.
14 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Information Technology from St. Francis Institute Of Technology (SFIT), Borivali, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"Mangesh123","https://yocket.in/profiles/Mangesh123","","GRE

313 


Quant: 167

Verbal: 146","TOEFL
97","UG Score
68%","Work Exp.
36 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Electronics and Communication Engineering from Sinhgad College Of Engineering, Vadgaon, Pune","Software Engineering (Fall 2017)"
"KamtheSamir","https://yocket.in/profiles/KamtheSamir","","GRE

300 


Quant: 159

Verbal: 141","TOEFL
87","UG Score
62%","Work Exp.
20 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Electronics and Communication Engineering from Pimpri Chinchwad College Of Engineering, Pune","Computer Science (Fall 2017)"
"AdhishThite","https://yocket.in/profiles/AdhishThite","","GRE

316 


Quant: 159

Verbal: 157","TOEFL
104","UG Score
65%","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Computer Science from Smt. Kashibai Navale College Of Engineering, Vadgaon, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"Harshg","https://yocket.in/profiles/Harshg","","GRE

314 


Quant: 162

Verbal: 152","TOEFL
111","UG Score
55%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Computer Science from KJ Somaiya College Of Engineering, Vidyavihar, Mumbai","Interested in Management Information System (MIS) (Fall 2016)"
"ravali27","https://yocket.in/profiles/ravali27","","GRE

301 


Quant: 157

Verbal: 144","TOEFL/IELTS
N.A.","UG Score
8CGPA","Work Exp.
10 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Computer Science from GITAM University , Hyderabad","Computer Science (Fall 2016)"
"manideepec","https://yocket.in/profiles/manideepec","","GRE

297 


Quant: 156

Verbal: 141","IELTS
6.5","UG Score
7.94CGPA","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Electronics and Communication Engineering from Sathyabama University, Chennai","Computer Science (Fall 2016)"
"Priyaranjan","https://yocket.in/profiles/Priyaranjan","","GRE

308 


Quant: 156

Verbal: 152","TOEFL
99","UG Score
7.6CGPA","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=7","Undergrad:

Computer Science from KIIT University, Bhubaneswar","Computer Science (Fall 2017)"
"ananda099","https://yocket.in/profiles/ananda099","","GRE

318 


Quant: 160

Verbal: 158","TOEFL
105","UG Score
7.1CGPA","Work Exp.
14 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Instrumentation Engineering from Sri Sai Ram Engineering College, Chennai","Interested in Computer Science / Information Technology (Fall 2016)"
"uzzzval","https://yocket.in/profiles/uzzzval","","GRE

300 


Quant: 155

Verbal: 145","TOEFL
98","UG Score
66.8%","Work Exp.
48 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Electrical and Electronics Engineering from Birla Institute of Technology (BIT Mesra), Ranchi","Interested in Computer Science / Information Technology (Fall 2017)"
"addu","https://yocket.in/profiles/addu","","GRE

320 


Quant: 168

Verbal: 152","TOEFL
109","UG Score
7.8CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=13","Undergrad:

Computer Science from Xavier Institute Of Engineering, Mahim, Mumbai","Computer Science (Fall 2016)"
"GirishK","https://yocket.in/profiles/GirishK","","GRE

appearing
8 Jun","TOEFL/IELTS
N.A.","UG Score
64%","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Computer Science from Datta Meghe College Of Engineering, Airoli, Mumbai","Computer Science (Fall 2016)"
"prasadakmar","https://yocket.in/profiles/prasadakmar","","GRE

297 


Quant: 159

Verbal: 138","TOEFL
92","UG Score
61%","Work Exp.
30 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Computer Science from Marathwada Mitra Mandal's Institute Of Technology (MMIT), Lohgaon, Pune","Computer Science (Spring 2017)"
"PrateekPisat","https://yocket.in/profiles/PrateekPisat","","GRE

309 


Quant: 154

Verbal: 155","TOEFL
104","UG Score
8.19CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Computer Science from Shah & Anchor Kutchhi Engineering College, Chembur, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"rajeshpalkar","https://yocket.in/profiles/rajeshpalkar","","GRE

300 


Quant: 158

Verbal: 142","TOEFL
84","UG Score
59.55%","Work Exp.
20 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Computer Science from Sinhgad College Of Engineering, Vadgaon, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"sidk234","https://yocket.in/profiles/sidk234","","GRE

310 


Quant: 157

Verbal: 153","TOEFL
105","UG Score
60.025%","Work Exp.
4 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Instrumentation Engineering from JRE group of institutions, Greater Noida","Interested in Computer Science / Information Technology (Fall 2017)"
"venky","https://yocket.in/profiles/venky","","GRE

300 


Quant: 160

Verbal: 140","TOEFL
102","UG Score
9.13CGPA","Work Exp.
9 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Computer Science from B V Bhoomaraddi, Hubli","Computer Science (Fall 2016)"
"Praveer","https://yocket.in/profiles/Praveer","","GRE

312 


Quant: 161

Verbal: 151","TOEFL
95","UG Score
7.61CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Electronics and Communication Engineering from KJ Somaiya College Of Engineering, Vidyavihar, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"anup14","https://yocket.in/profiles/anup14","","GRE

306 


Quant: 159

Verbal: 147","TOEFL
95","UG Score
53%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Computer Science from Canara Engineering College, Mangaluru","Computer Engineering (Fall 2016)"
"naveenm","https://yocket.in/profiles/naveenm","","GRE

312 


Quant: 163

Verbal: 149","TOEFL
103","UG Score
7.34CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

Computer Science from sriram engineering college, Thiruvallur","Interested in Computer Science / Information Technology (Fall 2016)"
"shweta2602","https://yocket.in/profiles/shweta2602","","GRE

301 


Quant: 155

Verbal: 146","TOEFL
95","UG Score
57%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"sneha2302","https://yocket.in/profiles/sneha2302","","GRE

318 


Quant: 168

Verbal: 150","TOEFL
106","UG Score
57.5%","Work Exp.
18 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Computer Science from SIES Graduate School Of Technology, Nerul, Mumbai","Computer Science (Fall 2017)"
"avidexstratgmail.com","https://yocket.in/profiles/avidexstratgmail.com","","GRE

312 


Quant: 160

Verbal: 152","TOEFL
101","UG Score
7.56CGPA","Work Exp.
52 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Information Technology from West Bengal University of Technology, Kolkata","Interested in Computer Science / Information Technology (Fall 2015)"
